datetime,Living room,Bedroom,Bathroom,Kitchen,Hallway
2020-01-03 21:25:47.996031800+00:00,,,,,1.0
2020-01-03 21:26:02.744025700+00:00,1.0,,,,
2020-01-03 21:26:10.351003800+00:00,,1.0,,,
2020-01-03 21:26:15.966006600+00:00,,,0.0,,
2020-01-03 21:27:01.645096900+00:00,,,,,0.0
2020-01-03 21:27:03.479035100+00:00,0.0,,,,
2020-01-03 21:27:33.363081300+00:00,,,,,1.0
2020-01-03 21:27:36.482096500+00:00,1.0,,,,
2020-01-03 21:27:40.090079200+00:00,,,1.0,,
2020-01-03 21:28:21.700048100+00:00,,0.0,,,
2020-01-03 21:28:33.631094300+00:00,,,,,0.0
2020-01-03 21:28:37.469089400+00:00,0.0,,,,
2020-01-03 21:28:41.216088+00:00,,,0.0,,
2020-01-03 21:29:18.841059400+00:00,,,1.0,,
2020-01-03 21:29:32.486002100+00:00,,,,,1.0
2020-01-03 21:29:36.367028400+00:00,1.0,,,,
2020-01-03 21:29:45.229023300+00:00,,1.0,,,
2020-01-03 21:30:18.955093300+00:00,,,0.0,,
2020-01-03 21:30:32.918014+00:00,,,,,0.0
2020-01-03 21:30:37.470046100+00:00,0.0,,,,
2020-01-03 21:30:45.733026400+00:00,,0.0,,,
2020-01-03 23:40:03.258072400+00:00,1.0,,,,
2020-01-03 23:42:29.132049+00:00,0.0,,,,
2020-01-04 00:50:25.754004500+00:00,,1.0,,,
2020-01-04 00:51:26.631003100+00:00,,0.0,,,
2020-01-04 02:18:54.650012400+00:00,,1.0,,,
2020-01-04 02:20:06.580007500+00:00,,0.0,,,
2020-01-04 02:24:28.130048100+00:00,,1.0,,,
2020-01-04 02:25:28.342087100+00:00,,0.0,,,
2020-01-04 04:02:18.446004+00:00,1.0,,,,
2020-01-04 04:03:19.149048300+00:00,0.0,,,,
2020-01-04 04:03:58.163028500+00:00,,1.0,,,
2020-01-04 04:04:06.580037900+00:00,1.0,,,,
2020-01-04 04:04:58.528004300+00:00,,0.0,,,
2020-01-04 04:05:06.888002200+00:00,0.0,,,,
2020-01-04 04:47:44.258043100+00:00,,1.0,,,
2020-01-04 04:48:44.549040200+00:00,,0.0,,,
2020-01-04 04:58:55.505017600+00:00,,1.0,,,
2020-01-04 05:00:16.266021900+00:00,,0.0,,,
2020-01-04 06:26:33.480014400+00:00,,1.0,,,
2020-01-04 06:28:08.261088900+00:00,,0.0,,,
2020-01-04 06:33:06.345090500+00:00,,1.0,,,
2020-01-04 06:34:22.482068300+00:00,,0.0,,,
2020-01-04 06:40:42.315025+00:00,,1.0,,,
2020-01-04 06:42:13.327088400+00:00,,0.0,,,
2020-01-04 06:46:11.569081900+00:00,,1.0,,,
2020-01-04 06:47:12.250084500+00:00,,0.0,,,
2020-01-04 06:50:17.437007400+00:00,,1.0,,,
2020-01-04 06:50:55.774097700+00:00,,,,,1.0
2020-01-04 06:50:59.129028700+00:00,1.0,,,,
2020-01-04 06:51:05.319004+00:00,,,1.0,,
2020-01-04 06:51:44.461088+00:00,,0.0,,,
2020-01-04 06:51:56.079072600+00:00,,,,,0.0
2020-01-04 06:52:00.031071700+00:00,0.0,,,,
2020-01-04 07:04:10.285009500+00:00,,,0.0,,
2020-01-04 07:04:18.457058100+00:00,,,1.0,,
2020-01-04 07:15:15.339067700+00:00,,,0.0,,
2020-01-04 07:15:18.236020+00:00,,,1.0,,
2020-01-04 07:19:00.507079+00:00,,,,,1.0
2020-01-04 07:19:06.982023900+00:00,1.0,,,,
2020-01-04 07:19:08.424043+00:00,,1.0,,,
2020-01-04 07:19:33.272006+00:00,,,0.0,,
2020-01-04 07:20:01.070077500+00:00,,,,,0.0
2020-01-04 07:20:09.231097300+00:00,,0.0,,,
2020-01-04 07:22:10.765095300+00:00,0.0,,,,
2020-01-04 07:23:08.734042700+00:00,1.0,,,,
2020-01-04 07:23:57.092076300+00:00,,,,,1.0
2020-01-04 07:24:43.775027100+00:00,0.0,,,,
2020-01-04 07:24:58.117043100+00:00,,,,,0.0
2020-01-04 07:25:23.201006500+00:00,,,,,1.0
2020-01-04 07:26:24.338056700+00:00,,,,,0.0
2020-01-04 07:35:52.001053300+00:00,,,,,1.0
2020-01-04 07:35:59.480024600+00:00,1.0,,,,
2020-01-04 07:36:52.334007500+00:00,,,,,0.0
2020-01-04 07:36:59.991004800+00:00,0.0,,,,
2020-01-04 07:38:27.931031800+00:00,1.0,,,,
2020-01-04 07:38:33.656081800+00:00,,,,,1.0
2020-01-04 07:38:34.969029300+00:00,,,1.0,,
2020-01-04 07:39:28.758090700+00:00,0.0,,,,
2020-01-04 07:39:34.076091+00:00,,,,,0.0
2020-01-04 07:39:35.211066100+00:00,,,0.0,,
2020-01-04 07:40:25.817083600+00:00,,,1.0,,
2020-01-04 07:40:32.984057500+00:00,,,,,1.0
2020-01-04 07:40:37.874013100+00:00,1.0,,,,
2020-01-04 07:41:26.481064200+00:00,,,0.0,,
2020-01-04 07:41:33.126087100+00:00,,,,,0.0
2020-01-04 07:41:38.990099300+00:00,0.0,,,,
2020-01-04 07:44:14.955073800+00:00,1.0,,,,
2020-01-04 07:44:19.866018400+00:00,,,,,1.0
2020-01-04 07:44:31.147017700+00:00,,1.0,,,
2020-01-04 07:45:15.978068200+00:00,0.0,,,,
2020-01-04 07:45:31.245089300+00:00,,0.0,,,
2020-01-04 07:45:51.314077300+00:00,,,,,0.0
2020-01-04 08:12:00.252005100+00:00,1.0,,,,
2020-01-04 08:12:14.161040600+00:00,,,,,1.0
2020-01-04 08:13:15.008023100+00:00,,,,,0.0
2020-01-04 08:13:15.008053100+00:00,,,,,0.0
2020-01-04 08:13:19.990018300+00:00,0.0,,,,
2020-01-04 08:13:31.972087300+00:00,,,,1.0,
2020-01-04 08:18:17.984083300+00:00,,,,0.0,
2020-01-04 09:27:58.082029700+00:00,1.0,,,,
2020-01-04 09:28:03.536043800+00:00,,,,,1.0
2020-01-04 09:28:06.348019500+00:00,,,1.0,,
2020-01-04 09:28:58.932085100+00:00,0.0,,,,
2020-01-04 09:29:04.225097400+00:00,,,,,0.0
2020-01-04 09:29:07.339055500+00:00,,,0.0,,
2020-01-04 09:30:35.661041700+00:00,,,1.0,,
2020-01-04 09:32:07.391079+00:00,,,0.0,,
2020-01-04 09:35:00.214035600+00:00,,,1.0,,
2020-01-04 09:36:28.366008600+00:00,,,0.0,,
2020-01-04 09:36:38.770082900+00:00,,,1.0,,
2020-01-04 09:41:58.464002600+00:00,,,,,1.0
2020-01-04 09:42:05.237039900+00:00,1.0,,,,
2020-01-04 09:42:44.367044400+00:00,,,0.0,,
2020-01-04 09:42:58.962013700+00:00,,,,,0.0
2020-01-04 09:43:05.665050600+00:00,0.0,,,,
2020-01-04 09:51:19.667040+00:00,,,,1.0,
2020-01-04 10:00:39.960032900+00:00,,,,0.0,
2020-01-04 10:40:45.249096400+00:00,,,,1.0,
2020-01-04 10:50:53.881078300+00:00,1.0,,,,
2020-01-04 10:50:59.777017600+00:00,,,,,1.0
2020-01-04 10:51:02.496049200+00:00,,,1.0,,
2020-01-04 10:51:54.871082700+00:00,0.0,,,,
2020-01-04 10:51:59.880036800+00:00,,,,,0.0
2020-01-04 10:52:03.430023+00:00,,,0.0,,
2020-01-04 10:53:02.094054500+00:00,,,1.0,,
2020-01-04 10:53:38.912010+00:00,,,,,1.0
2020-01-04 10:53:41.046006200+00:00,1.0,,,,
2020-01-04 10:53:45.181062+00:00,,1.0,,,
2020-01-04 10:54:14.872083300+00:00,,,,0.0,
2020-01-04 10:54:36.981085800+00:00,,,0.0,,
2020-01-04 10:54:39.885034500+00:00,,,,,0.0
2020-01-04 10:54:41.849042200+00:00,0.0,,,,
2020-01-04 10:55:05.102028900+00:00,,,,,1.0
2020-01-04 10:55:16.862093+00:00,1.0,,,,
2020-01-04 10:55:57.429056100+00:00,,0.0,,,
2020-01-04 10:56:06.133052500+00:00,,,,,0.0
2020-01-04 10:56:17.884095200+00:00,0.0,,,,
2020-01-04 10:58:30.437030100+00:00,1.0,,,,
2020-01-04 10:58:37.043088600+00:00,,,,,1.0
2020-01-04 11:00:30.615082200+00:00,0.0,,,,
2020-01-04 11:00:36.877029600+00:00,,,,,0.0
2020-01-04 12:09:35.800025700+00:00,,,,,1.0
2020-01-04 12:09:40.268031800+00:00,1.0,,,,
2020-01-04 12:10:29.335025900+00:00,,,1.0,,
2020-01-04 12:11:22.809074+00:00,0.0,,,,
2020-01-04 12:11:28.077068200+00:00,,,,,0.0
2020-01-04 12:11:29.895024100+00:00,,,0.0,,
2020-01-04 12:12:13.248039200+00:00,,,,,1.0
2020-01-04 12:12:13.350057100+00:00,,,1.0,,
2020-01-04 12:12:43.772023400+00:00,1.0,,,,
2020-01-04 12:12:56.680041700+00:00,,,,1.0,
2020-01-04 12:13:41.206028400+00:00,,,0.0,,
2020-01-04 12:13:41.794084700+00:00,,,,,0.0
2020-01-04 12:13:44.559096800+00:00,0.0,,,,
2020-01-04 12:22:17.034062500+00:00,1.0,,,,
2020-01-04 12:23:17.828063500+00:00,0.0,,,,
2020-01-04 12:40:32.818019700+00:00,,,,0.0,
2020-01-04 12:54:58.279011400+00:00,,,,1.0,
2020-01-04 12:58:58.812046500+00:00,,,,0.0,
2020-01-04 13:04:04.613010200+00:00,,,,1.0,
2020-01-04 13:16:11.784042300+00:00,,,,0.0,
2020-01-04 13:17:16.272082500+00:00,,,,1.0,
2020-01-04 13:21:16.770023700+00:00,,,,0.0,
2020-01-04 14:38:50.281094900+00:00,1.0,,,,
2020-01-04 14:39:13.002038800+00:00,,,,,1.0
2020-01-04 14:39:50.472096700+00:00,0.0,,,,
2020-01-04 14:40:13.692057400+00:00,,,,,0.0
2020-01-04 14:51:31.392058300+00:00,,,,,1.0
2020-01-04 14:51:37.378047400+00:00,,,1.0,,
2020-01-04 14:52:31.999036700+00:00,,,,,0.0
2020-01-04 14:52:37.724085800+00:00,,,0.0,,
2020-01-04 14:53:26.855036800+00:00,,,1.0,,
2020-01-04 14:53:28.849009700+00:00,,,,,1.0
2020-01-04 14:53:37.897074700+00:00,1.0,,,,
2020-01-04 14:54:28.188012600+00:00,,,0.0,,
2020-01-04 14:54:29.909053900+00:00,,,,,0.0
2020-01-04 14:54:49.440089900+00:00,0.0,,,,
2020-01-04 14:54:55.751046100+00:00,,,,1.0,
2020-01-04 14:58:56.686040800+00:00,,,,0.0,
2020-01-04 15:56:59.750017900+00:00,1.0,,,,
2020-01-04 15:57:26.546030900+00:00,,,,1.0,
2020-01-04 15:58:00.632029900+00:00,0.0,,,,
2020-01-04 16:01:27.486017900+00:00,,,,0.0,
2020-01-04 16:48:54.738025700+00:00,1.0,,,,
2020-01-04 16:49:04.176090300+00:00,,,,,1.0
2020-01-04 16:49:52.488007+00:00,,,1.0,,
2020-01-04 16:49:55.551079200+00:00,0.0,,,,
2020-01-04 16:50:44.829003300+00:00,,,,,0.0
2020-01-04 16:50:52.575030600+00:00,,,0.0,,
2020-01-04 16:51:42.881081900+00:00,,,1.0,,
2020-01-04 16:55:28.864059200+00:00,,,,,1.0
2020-01-04 16:55:52.022069300+00:00,1.0,,,,
2020-01-04 16:56:29.829062500+00:00,,,,,0.0
2020-01-04 16:56:37.788038400+00:00,,,0.0,,
2020-01-04 16:57:05.333060900+00:00,0.0,,,,
2020-01-04 18:25:15.687076200+00:00,1.0,,,,
2020-01-04 18:26:16.588007+00:00,0.0,,,,
2020-01-04 18:26:32.257084200+00:00,1.0,,,,
2020-01-04 18:26:46.441069800+00:00,,,,,1.0
2020-01-04 18:27:33.497093600+00:00,0.0,,,,
2020-01-04 18:27:46.754015800+00:00,,,,,0.0
2020-01-04 18:29:42.231061900+00:00,,,,,1.0
2020-01-04 18:29:53.080014700+00:00,1.0,,,,
2020-01-04 18:30:40.087053500+00:00,,,1.0,,
2020-01-04 18:31:31.235096100+00:00,0.0,,,,
2020-01-04 18:31:37.466011700+00:00,,,,,0.0
2020-01-04 18:31:40.708014300+00:00,,,0.0,,
2020-01-04 18:32:24.662033700+00:00,,,1.0,,
2020-01-04 18:32:25.926038500+00:00,,,,,1.0
2020-01-04 18:33:00.684031300+00:00,,1.0,,,
2020-01-04 18:33:19.932070200+00:00,1.0,,,,
2020-01-04 18:33:25.919004800+00:00,,,0.0,,
2020-01-04 18:34:01.249007600+00:00,,0.0,,,
2020-01-04 18:34:13.452062500+00:00,,,,,0.0
2020-01-04 18:35:20.537098700+00:00,0.0,,,,
2020-01-04 19:20:50.140001400+00:00,,,,1.0,
2020-01-04 19:33:50.238074400+00:00,,,,0.0,
2020-01-04 19:45:05.329092500+00:00,,,,1.0,
2020-01-04 19:52:25.183011+00:00,,,,0.0,
2020-01-04 19:55:15.449045900+00:00,,,,1.0,
2020-01-04 19:59:27.170073500+00:00,,,,0.0,
2020-01-04 20:31:05.180035500+00:00,,,,1.0,
2020-01-04 20:35:38.401003500+00:00,,,,0.0,
2020-01-04 21:19:14.381029400+00:00,1.0,,,,
2020-01-04 21:19:23.868070100+00:00,,,,,1.0
2020-01-04 21:19:27.571059100+00:00,,,1.0,,
2020-01-04 21:20:15.319074200+00:00,0.0,,,,
2020-01-04 21:20:24.552032700+00:00,,,,,0.0
2020-01-04 21:20:29.541031700+00:00,,,0.0,,
2020-01-04 21:20:33.232086400+00:00,,,1.0,,
2020-01-04 21:21:34.192009900+00:00,,,0.0,,
2020-01-04 21:21:38.390047100+00:00,,,1.0,,
2020-01-04 21:22:58.188037600+00:00,,,0.0,,
2020-01-04 21:23:19.725033800+00:00,,,1.0,,
2020-01-04 21:26:30.105083200+00:00,,,,,1.0
2020-01-04 21:26:36.615078+00:00,,1.0,,,
2020-01-04 21:26:48.464089900+00:00,,,0.0,,
2020-01-04 21:27:02.244035400+00:00,1.0,,,,
2020-01-04 21:27:30.538003600+00:00,,,,,0.0
2020-01-04 21:27:37.153080300+00:00,,0.0,,,
2020-01-04 21:28:03.071095700+00:00,0.0,,,,
2020-01-04 21:33:34.590085700+00:00,,,,1.0,
2020-01-04 21:35:06.498016500+00:00,1.0,,,,
2020-01-04 21:36:36.971026800+00:00,,,,,1.0
2020-01-04 21:36:38.864053400+00:00,,1.0,,,
2020-01-04 21:36:54.102037300+00:00,,,1.0,,
2020-01-04 21:37:35.330041800+00:00,,,,0.0,
2020-01-04 21:37:37.231084800+00:00,,,,,0.0
2020-01-04 21:37:39.143053100+00:00,,0.0,,,
2020-01-04 21:37:53.323069200+00:00,0.0,,,,
2020-01-04 21:37:54.155046700+00:00,,,0.0,,
2020-01-04 21:38:26.565019900+00:00,,,1.0,,
2020-01-04 21:44:49.072041900+00:00,1.0,,,,
2020-01-04 21:45:16.149066700+00:00,,,0.0,,
2020-01-04 21:45:25.648041800+00:00,,,1.0,,
2020-01-04 21:45:50.077092+00:00,0.0,,,,
2020-01-04 21:48:52.332013200+00:00,,,0.0,,
2020-01-04 21:48:55.786093100+00:00,,,1.0,,
2020-01-04 21:52:04.409029300+00:00,,,0.0,,
2020-01-04 21:52:49.914097700+00:00,,,1.0,,
2020-01-04 21:53:59.866056700+00:00,,,,,1.0
2020-01-04 21:54:18.381052600+00:00,1.0,,,,
2020-01-04 21:54:23.950056800+00:00,,1.0,,,
2020-01-04 21:55:25.137087900+00:00,,0.0,,,
2020-01-04 21:55:36.720093600+00:00,,1.0,,,
2020-01-04 21:55:51.164050500+00:00,,,0.0,,
2020-01-04 21:56:31.498083900+00:00,,,,,0.0
2020-01-04 21:56:36.302071500+00:00,0.0,,,,
2020-01-04 21:56:58.137037700+00:00,,0.0,,,
2020-01-05 00:20:55.583081200+00:00,1.0,,,,
2020-01-05 00:22:42.190020500+00:00,0.0,,,,
2020-01-05 00:57:47.571074100+00:00,,1.0,,,
2020-01-05 00:58:47.791077400+00:00,,0.0,,,
2020-01-05 00:59:44.771035400+00:00,,1.0,,,
2020-01-05 01:00:45.052097800+00:00,,0.0,,,
2020-01-05 01:15:31.646075300+00:00,,1.0,,,
2020-01-05 01:16:31.792086300+00:00,,0.0,,,
2020-01-05 02:07:34.969016100+00:00,,1.0,,,
2020-01-05 02:08:49.778081700+00:00,,0.0,,,
2020-01-05 02:22:24.632082100+00:00,,1.0,,,
2020-01-05 02:23:47.780043200+00:00,,0.0,,,
2020-01-05 04:52:17.930032800+00:00,,1.0,,,
2020-01-05 04:53:32.690077100+00:00,,0.0,,,
2020-01-05 04:54:20.681006300+00:00,,1.0,,,
2020-01-05 04:55:21.969025700+00:00,,0.0,,,
2020-01-05 05:15:45.281089800+00:00,,1.0,,,
2020-01-05 05:17:19.931042600+00:00,,0.0,,,
2020-01-05 06:58:28.397013600+00:00,,1.0,,,
2020-01-05 07:00:08.679055100+00:00,,0.0,,,
2020-01-05 07:01:29.621029600+00:00,,1.0,,,
2020-01-05 07:02:29.682094800+00:00,,0.0,,,
2020-01-05 07:02:31.444038+00:00,,1.0,,,
2020-01-05 07:03:32.671016200+00:00,,0.0,,,
2020-01-05 07:23:44.337027+00:00,,1.0,,,
2020-01-05 07:25:38.237023100+00:00,,,,,1.0
2020-01-05 07:25:44.171078500+00:00,1.0,,,,
2020-01-05 07:25:45.437083800+00:00,,,1.0,,
2020-01-05 07:26:38.700092800+00:00,,,,,0.0
2020-01-05 07:26:42.900042200+00:00,,0.0,,,
2020-01-05 07:26:44.568062800+00:00,0.0,,,,
2020-01-05 07:27:57.438054200+00:00,,,0.0,,
2020-01-05 07:28:10.981093500+00:00,,,1.0,,
2020-01-05 07:29:11.431017500+00:00,,,0.0,,
2020-01-05 07:30:28.781006500+00:00,,,1.0,,
2020-01-05 07:39:27.681089+00:00,,,0.0,,
2020-01-05 07:39:30.422023300+00:00,,,1.0,,
2020-01-05 07:46:15.387005700+00:00,,,0.0,,
2020-01-05 07:46:39.776069200+00:00,,,1.0,,
2020-01-05 07:47:13.160043400+00:00,,,,,1.0
2020-01-05 07:47:17.138058800+00:00,1.0,,,,
2020-01-05 07:47:40.656045400+00:00,,,0.0,,
2020-01-05 07:48:13.698012600+00:00,,,,,0.0
2020-01-05 07:48:21.472039600+00:00,,,1.0,,
2020-01-05 07:48:22.516054800+00:00,,,,,1.0
2020-01-05 07:48:24.315058200+00:00,,1.0,,,
2020-01-05 07:49:19.816021800+00:00,0.0,,,,
2020-01-05 07:49:22.685007900+00:00,,,0.0,,
2020-01-05 07:49:22.919038100+00:00,,,,,0.0
2020-01-05 07:50:41.890093700+00:00,,0.0,,,
2020-01-05 07:50:44.366028600+00:00,,1.0,,,
2020-01-05 07:50:47.589049700+00:00,,,,,1.0
2020-01-05 07:50:52.200053200+00:00,1.0,,,,
2020-01-05 07:50:52.626039500+00:00,,,1.0,,
2020-01-05 07:51:44.890036100+00:00,,0.0,,,
2020-01-05 07:51:47.951036200+00:00,,,,,0.0
2020-01-05 07:51:53.393042500+00:00,,,0.0,,
2020-01-05 07:51:56.379099700+00:00,,,1.0,,
2020-01-05 07:51:57.396079100+00:00,,,,,1.0
2020-01-05 07:52:51.576044700+00:00,0.0,,,,
2020-01-05 07:52:57.675003300+00:00,,,,,0.0
2020-01-05 07:53:31.064087200+00:00,,,,,1.0
2020-01-05 07:54:49.487096900+00:00,1.0,,,,
2020-01-05 07:55:10.417031600+00:00,,,0.0,,
2020-01-05 07:55:44.937055400+00:00,,,,,0.0
2020-01-05 07:56:42.578047600+00:00,0.0,,,,
2020-01-05 07:57:07.344099300+00:00,1.0,,,,
2020-01-05 07:57:22.565073700+00:00,,,,,1.0
2020-01-05 07:58:07.636016+00:00,0.0,,,,
2020-01-05 07:58:45.927011300+00:00,,,,,0.0
2020-01-05 08:18:59.161053600+00:00,,,,,1.0
2020-01-05 08:19:06.674006200+00:00,1.0,,,,
2020-01-05 08:19:59.653097+00:00,,,,,0.0
2020-01-05 08:20:07.613094900+00:00,0.0,,,,
2020-01-05 08:20:32.009012300+00:00,1.0,,,,
2020-01-05 08:20:36.078076700+00:00,,,,,1.0
2020-01-05 08:21:32.813070900+00:00,0.0,,,,
2020-01-05 08:21:36.651086900+00:00,,,,,0.0
2020-01-05 08:21:53.501063300+00:00,,,,,1.0
2020-01-05 08:21:58.182093500+00:00,1.0,,,,
2020-01-05 08:22:53.650083200+00:00,,,,,0.0
2020-01-05 08:22:58.812054600+00:00,0.0,,,,
2020-01-05 08:23:51.505033100+00:00,1.0,,,,
2020-01-05 08:23:57.234051300+00:00,,,,,1.0
2020-01-05 08:24:51.526037+00:00,0.0,,,,
2020-01-05 08:24:57.631016600+00:00,,,,,0.0
2020-01-05 09:12:23.172033200+00:00,1.0,,,,
2020-01-05 09:12:34.081020500+00:00,,,,,1.0
2020-01-05 09:13:34.610047700+00:00,,,,,0.0
2020-01-05 09:13:39.789059300+00:00,0.0,,,,
2020-01-05 09:18:05.681071300+00:00,1.0,,,,
2020-01-05 09:19:06.507041100+00:00,0.0,,,,
2020-01-05 10:59:33.965017800+00:00,,,,1.0,
2020-01-05 11:01:02.771078400+00:00,1.0,,,,
2020-01-05 11:01:08.253005700+00:00,,,,,1.0
2020-01-05 11:01:09.878018200+00:00,,,1.0,,
2020-01-05 11:02:03.450051200+00:00,0.0,,,,
2020-01-05 11:02:10.778025800+00:00,,,,,0.0
2020-01-05 11:02:11.158045200+00:00,,,0.0,,
2020-01-05 11:02:44.914032100+00:00,,,1.0,,
2020-01-05 11:03:04.671081500+00:00,,,,,1.0
2020-01-05 11:03:08.163030200+00:00,1.0,,,,
2020-01-05 11:04:05.474060400+00:00,,,0.0,,
2020-01-05 11:04:05.737088700+00:00,,,,,0.0
2020-01-05 11:04:08.438012100+00:00,0.0,,,,
2020-01-05 11:19:08.737063100+00:00,1.0,,,,
2020-01-05 11:20:09.434080500+00:00,0.0,,,,
2020-01-05 11:20:35.964005400+00:00,1.0,,,,
2020-01-05 11:20:42.176072300+00:00,,,,,1.0
2020-01-05 11:21:10.675097200+00:00,,,,0.0,
2020-01-05 11:21:36.670070300+00:00,0.0,,,,
2020-01-05 11:21:42.738070600+00:00,,,,,0.0
2020-01-05 12:10:41.373088100+00:00,,,,,1.0
2020-01-05 12:10:52.080061600+00:00,1.0,,,,
2020-01-05 12:11:09.131090700+00:00,,1.0,,,
2020-01-05 12:11:52.675085700+00:00,0.0,,,,
2020-01-05 12:12:07.738081100+00:00,,,,,0.0
2020-01-05 12:12:29.173005300+00:00,,,,,1.0
2020-01-05 12:12:33.879016100+00:00,1.0,,,,
2020-01-05 12:12:34.860034800+00:00,,,1.0,,
2020-01-05 12:13:20.826083+00:00,,0.0,,,
2020-01-05 12:13:29.732048400+00:00,,,,,0.0
2020-01-05 12:13:34.676092900+00:00,0.0,,,,
2020-01-05 12:13:35.650062+00:00,,,0.0,,
2020-01-05 12:14:24.721049700+00:00,,,,,1.0
2020-01-05 12:14:25.186073200+00:00,,,1.0,,
2020-01-05 12:14:56.144059500+00:00,1.0,,,,
2020-01-05 12:15:49.098042+00:00,,,0.0,,
2020-01-05 12:15:50.677013900+00:00,,,,,0.0
2020-01-05 12:15:56.638099300+00:00,0.0,,,,
2020-01-05 12:16:54.364076800+00:00,,,,1.0,
2020-01-05 12:46:26.474016900+00:00,1.0,,,,
2020-01-05 12:47:27.372055700+00:00,0.0,,,,
2020-01-05 12:53:24.434026400+00:00,,,,0.0,
2020-01-05 13:06:25.533054500+00:00,,,,1.0,
2020-01-05 13:10:26.365000900+00:00,,,,0.0,
2020-01-05 14:26:28.782053800+00:00,1.0,,,,
2020-01-05 14:27:29.309084300+00:00,0.0,,,,
2020-01-05 14:49:23.507099200+00:00,1.0,,,,
2020-01-05 14:49:29.685077300+00:00,,,,,1.0
2020-01-05 14:49:31.856067+00:00,,1.0,,,
2020-01-05 14:49:40.469009700+00:00,,,1.0,,
2020-01-05 14:50:24.362016500+00:00,0.0,,,,
2020-01-05 14:50:30.604016400+00:00,,,,,0.0
2020-01-05 14:50:32.475091300+00:00,,0.0,,,
2020-01-05 14:54:54.917094600+00:00,,,0.0,,
2020-01-05 14:55:28.540015900+00:00,,,1.0,,
2020-01-05 14:59:38.152020+00:00,,,0.0,,
2020-01-05 14:59:40.767000400+00:00,,,1.0,,
2020-01-05 15:00:31.047058+00:00,,,,,1.0
2020-01-05 15:00:33.959031200+00:00,1.0,,,,
2020-01-05 15:02:32.286064700+00:00,,,,,0.0
2020-01-05 15:02:35.882065300+00:00,,,0.0,,
2020-01-05 15:02:46.265078800+00:00,0.0,,,,
2020-01-05 15:03:02.379031100+00:00,,,,1.0,
2020-01-05 15:07:15.605038100+00:00,,,,0.0,
2020-01-05 17:05:19.461057200+00:00,1.0,,,,
2020-01-05 17:06:00.586002+00:00,,,,1.0,
2020-01-05 17:06:39.429091700+00:00,0.0,,,,
2020-01-05 17:08:17.229012300+00:00,1.0,,,,
2020-01-05 17:10:30.155030400+00:00,0.0,,,,
2020-01-05 17:10:53.390062700+00:00,,,,0.0,
2020-01-05 17:11:58.960026700+00:00,1.0,,,,
2020-01-05 17:12:59.411052700+00:00,0.0,,,,
2020-01-05 17:17:24.442068600+00:00,1.0,,,,
2020-01-05 17:17:53.661073700+00:00,,,,1.0,
2020-01-05 17:18:25.142016200+00:00,0.0,,,,
2020-01-05 17:20:18.457050800+00:00,1.0,,,,
2020-01-05 17:21:22.488090500+00:00,,,,,1.0
2020-01-05 17:21:24.492085900+00:00,,1.0,,,
2020-01-05 17:21:44.889037200+00:00,,,1.0,,
2020-01-05 17:22:25.679048900+00:00,,0.0,,,
2020-01-05 17:22:40.156092100+00:00,,,,,0.0
2020-01-05 17:22:45.143060400+00:00,0.0,,,,
2020-01-05 17:22:46.936080600+00:00,,,0.0,,
2020-01-05 17:23:31.386026500+00:00,,,,0.0,
2020-01-05 17:23:33.464097300+00:00,,,,,1.0
2020-01-05 17:23:33.861082200+00:00,,,1.0,,
2020-01-05 17:23:50.190075400+00:00,1.0,,,,
2020-01-05 17:23:55.014011100+00:00,,1.0,,,
2020-01-05 17:24:34.153010+00:00,,,,,0.0
2020-01-05 17:24:34.676082800+00:00,,,0.0,,
2020-01-05 17:24:55.432051400+00:00,,0.0,,,
2020-01-05 17:25:12.379091700+00:00,0.0,,,,
2020-01-05 18:08:40.872013+00:00,1.0,,,,
2020-01-05 18:09:28.173067+00:00,,,,,1.0
2020-01-05 18:10:21.328033500+00:00,0.0,,,,
2020-01-05 18:10:29.340030900+00:00,,,,,0.0
2020-01-05 18:10:37.059017200+00:00,,,,,1.0
2020-01-05 18:11:37.107086100+00:00,,,,,0.0
2020-01-05 18:15:23.879031300+00:00,,,,,1.0
2020-01-05 18:15:31.676083300+00:00,1.0,,,,
2020-01-05 18:16:15.971023300+00:00,,,,1.0,
2020-01-05 18:16:24.356009400+00:00,,,,,0.0
2020-01-05 18:16:32.365099200+00:00,0.0,,,,
2020-01-05 18:25:17.334022800+00:00,,,,0.0,
2020-01-05 18:26:04.121044200+00:00,,,,1.0,
2020-01-05 18:46:53.318026400+00:00,,,,0.0,
2020-01-05 19:04:21.254022600+00:00,,,,1.0,
2020-01-05 19:07:27.477010900+00:00,1.0,,,,
2020-01-05 19:07:32.854045+00:00,,,,,1.0
2020-01-05 19:07:35.599074200+00:00,,,1.0,,
2020-01-05 19:08:28.062010200+00:00,0.0,,,,
2020-01-05 19:08:33.047039900+00:00,,,,,0.0
2020-01-05 19:08:36.537076700+00:00,,,0.0,,
2020-01-05 19:09:23.722055+00:00,,,1.0,,
2020-01-05 19:09:26.798017100+00:00,,,,,1.0
2020-01-05 19:09:35.923013600+00:00,1.0,,,,
2020-01-05 19:10:24.815098800+00:00,,,0.0,,
2020-01-05 19:10:27.267086200+00:00,,,,,0.0
2020-01-05 19:10:36.275041300+00:00,0.0,,,,
2020-01-05 19:20:39.273097300+00:00,,,,0.0,
2020-01-05 20:49:11.634037+00:00,1.0,,,,
